Running with RISCV=/home/axel/chipyard/.conda-env/riscv-tools
(set -o pipefail &&  /home/axel/chipyard/sims/verilator/simulator-customtop-MsgLogger2BigConfig +permissive +dramsim +dramsim_ini_dir=/home/axel/chipyard/generators/testchipip/src/main/resources/dramsim2_ini +max-cycles=100000000   +verbose +permissive-off /home/axel/riscv-tests/benchmarks/mt-globals-logging.riscv </dev/null 2> >(spike-dasm > /home/axel/chipyard/sims/verilator/output/customtop.TestHarness.MsgLogger2BigConfig/mt-globals-logging.out) | tee /home/axel/chipyard/sims/verilator/output/customtop.TestHarness.MsgLogger2BigConfig/mt-globals-logging.log)
[UART] UART0 is here (stdin/stdout).
 tick dir chan              op  address     sink   source    param             data     size     mask  corrupt   denied
-----------------------------------------------------------------------------------------------------------------------
nmsg: 1424
 3166 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3177  in    A    AcquireBlock 80004700        -        0        1                0        6      255        0        -
 3181 out    D       GrantData        -        0        0        0                0        6        -        0        0
 3182 out    D       GrantData        -        0        0        0                0        6        -        0        0
 3183  in    E               -        -        0        -        -                -        -        -        -        -
 3183 out    D       GrantData        -        0        0        0                0        6        -        0        0
 3184 out    D       GrantData        -        0        0        0                0        6        -        0        0
 3185 out    D       GrantData        -        0        0        0                0        6        -        0        0
 3186 out    D       GrantData        -        0        0        0                0        6        -        0        0
 3187 out    D       GrantData        -        0        0        0                0        6        -        0        0
 3188 out    D       GrantData        -        0        0        0                0        6        -        0        0
 3201  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3205 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3240  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3244 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3279  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3283 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3318  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3322 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3357  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3361 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3396  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3400 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3435  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3439 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3474  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3478 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3513  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3517 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3552  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3556 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3590  in    A    AcquireBlock 80004340        -        4        1                0        6      255        0        -
 3591  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3594 out    D       GrantData        -        0        4        0                0        6        -        0        0
 3595 out    D       GrantData        -        0        4        0                0        6        -        0        0
 3596  in    E               -        -        0        -        -                -        -        -        -        -
 3596 out    D       GrantData        -        0        4        0                0        6        -        0        0
 3597 out    D       GrantData        -        0        4        0                0        6        -        0        0
 3598 out    D       GrantData        -        0        4        0                0        6        -        0        0
 3599 out    D       GrantData        -        0        4        0                0        6        -        0        0
 3600 out    D       GrantData        -        0        4        0                0        6        -        0        0
 3601 out    D       GrantData        -        0        4        0                0        6        -        0        0
 3602 out    D   AccessAckData        -        1        8        0                0        3        -        0        0
 3637  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3641 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3641  in    A    AcquireBlock 80004740        -        0        1                0        6      255        0        -
 3645 out    D       GrantData        -        0        0        0                0        6        -        0        0
 3646 out    D       GrantData        -        0        0        0                0        6        -        0        0
 3647  in    E               -        -        0        -        -                -        -        -        -        -
 3647 out    D       GrantData        -        0        0        0                0        6        -        0        0
 3648 out    D       GrantData        -        0        0        0                0        6        -        0        0
 3649 out    D       GrantData        -        0        0        0                0        6        -        0        0
 3650 out    D       GrantData        -        0        0        0                0        6        -        0        0
 3651 out    D       GrantData        -        0        0        0                0        6        -        0        0
 3652 out    D       GrantData        -        0        0        0                0        6        -        0        0
 3676  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3680 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3715  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3719 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3754  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3758 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3793  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3797 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3832  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3836 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3871  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3875 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3910  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3914 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3949  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3953 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 3988  in    A             Get 80001000        -        8        0                0        3      255        0        -
 3992 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4027  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4031 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4054  in    A    AcquireBlock 80004380        -        4        1                0        6      255        0        -
 4058 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4059 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4060  in    E               -        -        0        -        -                -        -        -        -        -
 4060 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4061 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4062 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4063 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4064 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4065 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4066  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4070 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4105  in    A    AcquireBlock 80004780        -        0        1                0        6      255        0        -
 4106  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4109 out    D       GrantData        -        0        0        0                0        6        -        0        0
 4110 out    D       GrantData        -        0        0        0                0        6        -        0        0
 4111  in    E               -        -        0        -        -                -        -        -        -        -
 4111 out    D       GrantData        -        0        0        0                0        6        -        0        0
 4112 out    D       GrantData        -        0        0        0                0        6        -        0        0
 4113 out    D       GrantData        -        0        0        0                0        6        -        0        0
 4114 out    D       GrantData        -        0        0        0                0        6        -        0        0
 4115 out    D       GrantData        -        0        0        0                0        6        -        0        0
 4116 out    D       GrantData        -        0        0        0                0        6        -        0        0
 4117 out    D   AccessAckData        -        1        8        0                0        3        -        0        0
 4152  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4156 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4191  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4195 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4230  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4234 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4269  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4273 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4308  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4312 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4347  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4351 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4386  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4390 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4425  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4429 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4464  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4468 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4503  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4507 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4518  in    A    AcquireBlock 800043c0        -        4        1                0        6      255        0        -
 4522 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4523 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4524  in    E               -        -        0        -        -                -        -        -        -        -
 4524 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4525 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4526 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4527 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4528 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4529 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4542  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4546 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4569  in    A    AcquireBlock 800047c0        -        0        1                0        6      255        0        -
 4573 out    D       GrantData        -        0        0        0                0        6        -        0        0
 4574 out    D       GrantData        -        0        0        0                0        6        -        0        0
 4575  in    E               -        -        0        -        -                -        -        -        -        -
 4575 out    D       GrantData        -        0        0        0                0        6        -        0        0
 4576 out    D       GrantData        -        0        0        0                0        6        -        0        0
 4577 out    D       GrantData        -        0        0        0                0        6        -        0        0
 4578 out    D       GrantData        -        0        0        0                0        6        -        0        0
 4579 out    D       GrantData        -        0        0        0                0        6        -        0        0
 4580 out    D       GrantData        -        0        0        0                0        6        -        0        0
 4581  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4585 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4620  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4624 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4659  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4663 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4698  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4702 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4737  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4741 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4776  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4780 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4815  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4819 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4854  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4858 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4893  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4897 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4932  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4936 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4971  in    A             Get 80001000        -        8        0                0        3      255        0        -
 4975 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 4982  in    A    AcquireBlock 80004400        -        4        1                0        6      255        0        -
 4986 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4987 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4988  in    E               -        -        0        -        -                -        -        -        -        -
 4988 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4989 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4990 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4991 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4992 out    D       GrantData        -        0        4        0                0        6        -        0        0
 4993 out    D       GrantData        -        0        4        0                0        6        -        0        0
 5010  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5014 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5033  in    A    AcquireBlock 80004800        -        0        1                0        6      255        0        -
 5037 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5038 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5039  in    E               -        -        0        -        -                -        -        -        -        -
 5039 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5040 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5041 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5042 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5043 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5044 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5049  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5053 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5088  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5092 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5127  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5131 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5166  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5170 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5205  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5209 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5244  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5248 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5283  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5287 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5322  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5326 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5361  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5365 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5400  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5404 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5439  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5443 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5446  in    A    AcquireBlock 80004440        -        4        1                0        6      255        0        -
 5450 out    D       GrantData        -        0        4        0                0        6        -        0        0
 5451 out    D       GrantData        -        0        4        0                0        6        -        0        0
 5452  in    E               -        -        0        -        -                -        -        -        -        -
 5452 out    D       GrantData        -        0        4        0                0        6        -        0        0
 5453 out    D       GrantData        -        0        4        0                0        6        -        0        0
 5454 out    D       GrantData        -        0        4        0                0        6        -        0        0
 5455 out    D       GrantData        -        0        4        0                0        6        -        0        0
 5456 out    D       GrantData        -        0        4        0                0        6        -        0        0
 5457 out    D       GrantData        -        0        4        0                0        6        -        0        0
 5478  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5482 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5497  in    A    AcquireBlock 80004840        -        0        1                0        6      255        0        -
 5501 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5502 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5503  in    E               -        -        0        -        -                -        -        -        -        -
 5503 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5504 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5505 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5506 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5507 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5508 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5517  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5521 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5556  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5560 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5595  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5599 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5634  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5638 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5673  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5677 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5712  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5716 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5751  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5755 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5790  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5794 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5829  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5833 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5868  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5872 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5907  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5910  in    A    AcquireBlock 80004480        -        4        1                0        6      255        0        -
 5911 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5914 out    D       GrantData        -        0        4        0                0        6        -        0        0
 5915 out    D       GrantData        -        0        4        0                0        6        -        0        0
 5916  in    E               -        -        0        -        -                -        -        -        -        -
 5916 out    D       GrantData        -        0        4        0                0        6        -        0        0
 5917 out    D       GrantData        -        0        4        0                0        6        -        0        0
 5918 out    D       GrantData        -        0        4        0                0        6        -        0        0
 5919 out    D       GrantData        -        0        4        0                0        6        -        0        0
 5920 out    D       GrantData        -        0        4        0                0        6        -        0        0
 5921 out    D       GrantData        -        0        4        0                0        6        -        0        0
 5946  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5950 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 5961  in    A    AcquireBlock 80004880        -        0        1                0        6      255        0        -
 5965 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5966 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5967  in    E               -        -        0        -        -                -        -        -        -        -
 5967 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5968 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5969 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5970 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5971 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5972 out    D       GrantData        -        0        0        0                0        6        -        0        0
 5985  in    A             Get 80001000        -        8        0                0        3      255        0        -
 5989 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6024  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6028 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6063  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6067 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6102  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6106 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6141  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6145 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6180  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6184 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6219  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6223 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6258  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6262 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6297  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6301 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6336  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6340 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6374  in    A    AcquireBlock 800044c0        -        4        1                0        6      255        0        -
 6375  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6378 out    D       GrantData        -        0        4        0                0        6        -        0        0
 6379 out    D       GrantData        -        0        4        0                0        6        -        0        0
 6380  in    E               -        -        0        -        -                -        -        -        -        -
 6380 out    D       GrantData        -        0        4        0                0        6        -        0        0
 6381 out    D       GrantData        -        0        4        0                0        6        -        0        0
 6382 out    D       GrantData        -        0        4        0                0        6        -        0        0
 6383 out    D       GrantData        -        0        4        0                0        6        -        0        0
 6384 out    D       GrantData        -        0        4        0                0        6        -        0        0
 6385 out    D       GrantData        -        0        4        0                0        6        -        0        0
 6386 out    D   AccessAckData        -        1        8        0                0        3        -        0        0
 6421  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6425 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6425  in    A    AcquireBlock 800048c0        -        0        1                0        6      255        0        -
 6429 out    D       GrantData        -        0        0        0                0        6        -        0        0
 6430 out    D       GrantData        -        0        0        0                0        6        -        0        0
 6431  in    E               -        -        0        -        -                -        -        -        -        -
 6431 out    D       GrantData        -        0        0        0                0        6        -        0        0
 6432 out    D       GrantData        -        0        0        0                0        6        -        0        0
 6433 out    D       GrantData        -        0        0        0                0        6        -        0        0
 6434 out    D       GrantData        -        0        0        0                0        6        -        0        0
 6435 out    D       GrantData        -        0        0        0                0        6        -        0        0
 6436 out    D       GrantData        -        0        0        0                0        6        -        0        0
 6460  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6464 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6499  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6503 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6538  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6542 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6577  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6581 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6616  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6620 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6655  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6659 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6694  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6698 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6733  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6737 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6772  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6776 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6811  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6815 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6838  in    A    AcquireBlock 80004500        -        4        1                0        6      255        0        -
 6842 out    D       GrantData        -        0        4        0                0        6        -        0        0
 6843 out    D       GrantData        -        0        4        0                0        6        -        0        0
 6844  in    E               -        -        0        -        -                -        -        -        -        -
 6844 out    D       GrantData        -        0        4        0                0        6        -        0        0
 6845 out    D       GrantData        -        0        4        0                0        6        -        0        0
 6846 out    D       GrantData        -        0        4        0                0        6        -        0        0
 6847 out    D       GrantData        -        0        4        0                0        6        -        0        0
 6848 out    D       GrantData        -        0        4        0                0        6        -        0        0
 6849 out    D       GrantData        -        0        4        0                0        6        -        0        0
 6850  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6854 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6889  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6893 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6894  in    A    AcquireBlock 80004900        -        0        1                0        6      255        0        -
 6907 out    D       GrantData        -        0        0        0                0        6        -        0        0
 6908 out    D       GrantData        -        0        0        0                0        6        -        0        0
 6909  in    E               -        -        0        -        -                -        -        -        -        -
 6909 out    D       GrantData        -        0        0        0                0        6        -        0        0
 6910 out    D       GrantData        -        0        0        0                0        6        -        0        0
 6911 out    D       GrantData        -        0        0        0                0        6        -        0        0
 6912 out    D       GrantData        -        0        0        0                0        6        -        0        0
 6913 out    D       GrantData        -        0        0        0                0        6        -        0        0
 6914 out    D       GrantData        -        0        0        0                0        6        -        0        0
 6928  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6932 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 6967  in    A             Get 80001000        -        8        0                0        3      255        0        -
 6971 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7006  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7010 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7045  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7049 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7084  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7088 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7123  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7127 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7162  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7166 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7201  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7205 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7240  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7244 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7279  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7283 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7302  in    A    AcquireBlock 80004540        -        4        1                0        6      255        0        -
 7304 out    B      ProbeBlock 80004540        -        0        2                0        6      255        0        -
 7313  in    C    ProbeAckData 80004540        -        0        1                0        6        -        0        -
 7314  in    C    ProbeAckData 80004540        -        0        1                0        6        -        0        -
 7315  in    C    ProbeAckData 80004540        -        0        1                0        6        -        0        -
 7316  in    C    ProbeAckData 80004540        -        0        1                0        6        -        0        -
 7317  in    C    ProbeAckData 80004540        -        0        1                0        6        -        0        -
 7318 out    D       GrantData        -        0        4        0                0        6        -        0        0
 7319 out    D       GrantData        -        0        4        0                0        6        -        0        0
 7320  in    E               -        -        0        -        -                -        -        -        -        -
 7320 out    D       GrantData        -        0        4        0                0        6        -        0        0
 7321 out    D       GrantData        -        0        4        0                0        6        -        0        0
 7322 out    D       GrantData        -        0        4        0                0        6        -        0        0
 7323 out    D       GrantData        -        0        4        0                0        6        -        0        0
 7324 out    D       GrantData        -        0        4        0     300100003000        6        -        0        0
 7325 out    D       GrantData        -        0        4        0     300300003002        6        -        0        0
 7326 out    D   AccessAckData        -        1        8        0                0        3        -        0        0
 7318  in    C    ProbeAckData 80004540        -        0        1                0        6        -        0        -
 7319  in    C    ProbeAckData 80004540        -        0        1     300100003000        6        -        0        -
 7320  in    C    ProbeAckData 80004540        -        0        1     300300003002        6        -        0        -
 7318  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7361  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7365 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7382  in    A    AcquireBlock 80004940        -        0        2                0        6      255        0        -
 7384 out    B      ProbeBlock 80004940        -        4        2                0        6      255        0        -
 7390  in    C        ProbeAck 80004940        -        4        2       f600000000        6        -        0        -
 7394 out    D           Grant        -        0        0        0                0        6        -        0        0
 7396  in    E               -        -        0        -        -                -        -        -        -        -
 7400  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7404 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7439  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7443 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7478  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7482 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7517  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7521 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7556  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7560 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7595  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7599 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7634  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7638 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7671  in    A             Get 80002840        -        6        0                0        6      255        0        -
 7673  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7675 out    D   AccessAckData        -        0        6        0 2783d32686930000        6        -        0        0
 7676 out    D   AccessAckData        -        0        6        0 c39897b6078afe84        6        -        0        0
