Running with RISCV=/home/axel/chipyard/.conda-env/riscv-tools
(set -o pipefail &&  /home/axel/chipyard/sims/verilator/simulator-customtop-MsgLogger2BigConfig +permissive +dramsim +dramsim_ini_dir=/home/axel/chipyard/generators/testchipip/src/main/resources/dramsim2_ini +max-cycles=100000000   +verbose +permissive-off /home/axel/riscv-tests/benchmarks/mt-globals-logging.riscv </dev/null 2> >(spike-dasm > /home/axel/chipyard/sims/verilator/output/customtop.TestHarness.MsgLogger2BigConfig/mt-globals-logging.out) | tee /home/axel/chipyard/sims/verilator/output/customtop.TestHarness.MsgLogger2BigConfig/mt-globals-logging.log)
[UART] UART0 is here (stdin/stdout).
 tick dir chan              op  address     sink   source    param             data     size     mask  corrupt   denied
-----------------------------------------------------------------------------------------------------------------------
nmsg: 1424
 7677 out    D   AccessAckData        -        0        6        0 24232785fe842783        6        -        0        0
 7678 out    D   AccessAckData        -        0        6        0 871bfe842783fef4        6        -        0        0
 7679 out    D   AccessAckData        -        0        6        0 d5e30ff007930007        6        -        0        0
 7680 out    D   AccessAckData        -        0        6        0 2781fdc42783fce7        6        -        0        0
 7681 out    D   AccessAckData        -        0        6        0 a035fe042223e3a9        6        -        0        0
 7682 out    D   AccessAckData        -        0        6        0 6789873efe442783        6        -        0        0
 7683 out    D   AccessAckData        -        1        8        0                0        3        -        0        0
 7699  in    A             Get 80002880        -        6        0                0        6      255        0        -
 7703 out    D   AccessAckData        -        0        6        0 26970007871b9fb9        6        -        0        0
 7704 out    D   AccessAckData        -        0        6        0 27838ea686930000        6        -        0        0
 7705 out    D   AccessAckData        -        0        6        0 c39897b6078afe44        6        -        0        0
 7706 out    D   AccessAckData        -        0        6        0 22232785fe442783        6        -        0        0
 7707 out    D   AccessAckData        -        0        6        0 871bfe442783fef4        6        -        0        0
 7708 out    D   AccessAckData        -        0        6        0 d5e30ff007930007        6        -        0        0
 7709 out    D   AccessAckData        -        0        6        0 871bfdc42783fce7        6        -        0        0
 7710 out    D   AccessAckData        -        0        6        0  4f7126347850007        6        -        0        0
 7718  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7722 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7736  in    A             Get 80002880        -        2        0                0        6      255        0        -
 7740 out    D   AccessAckData        -        0        2        0 26970007871b9fb9        6        -        0        0
 7741 out    D   AccessAckData        -        0        2        0 27838ea686930000        6        -        0        0
 7742 out    D   AccessAckData        -        0        2        0 c39897b6078afe44        6        -        0        0
 7743 out    D   AccessAckData        -        0        2        0 22232785fe442783        6        -        0        0
 7744 out    D   AccessAckData        -        0        2        0 871bfe442783fef4        6        -        0        0
 7745 out    D   AccessAckData        -        0        2        0 d5e30ff007930007        6        -        0        0
 7746 out    D   AccessAckData        -        0        2        0 871bfdc42783fce7        6        -        0        0
 7747 out    D   AccessAckData        -        0        2        0  4f7126347850007        6        -        0        0
 7757  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7761 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7763  in    A             Get 800028c0        -        2        0                0        6      255        0        -
 7767 out    D   AccessAckData        -        0        2        0 2783a035fe042023        6        -        0        0
 7768 out    D   AccessAckData        -        0        2        0 9fb96791873efe04        6        -        0        0
 7769 out    D   AccessAckData        -        0        2        0     26970007871b        6        -        0        0
 7770 out    D   AccessAckData        -        0        2        0 fe042783c9c68693        6        -        0        0
 7771 out    D   AccessAckData        -        0        2        0 2783c39897b6078a        6        -        0        0
 7772 out    D   AccessAckData        -        0        2        0 fef420232785fe04        6        -        0        0
 7773 out    D   AccessAckData        -        0        2        0    7871bfe042783        6        -        0        0
 7774 out    D   AccessAckData        -        0        2        0 fce7d5e30ff00793        6        -        0        0
 7796  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7800 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7806  in    A    AcquireBlock 80004540        -        0        1                0        6      255        0        -
 7808 out    B      ProbeBlock 80004540        -        4        2                0        6      255        0        -
 7815  in    C    ProbeAckData 80004540        -        4        1     10f5000010f4        6        -        0        -
 7816  in    C    ProbeAckData 80004540        -        4        1     10f7000010f6        6        -        0        -
 7817  in    C    ProbeAckData 80004540        -        4        1     10f9000010f8        6        -        0        -
 7818  in    C    ProbeAckData 80004540        -        4        1     10fb000010fa        6        -        0        -
 7819  in    C    ProbeAckData 80004540        -        4        1     10fd000010fc        6        -        0        -
 7820 out    D       GrantData        -        0        0        0     10f5000010f4        6        -        0        0
 7821 out    D       GrantData        -        0        0        0     10f7000010f6        6        -        0        0
 7822  in    E               -        -        0        -        -                -        -        -        -        -
 7822 out    D       GrantData        -        0        0        0     10f9000010f8        6        -        0        0
 7823 out    D       GrantData        -        0        0        0     10fb000010fa        6        -        0        0
 7824 out    D       GrantData        -        0        0        0     10fd000010fc        6        -        0        0
 7825 out    D       GrantData        -        0        0        0     10ff000010fe        6        -        0        0
 7826 out    D       GrantData        -        0        0        0     300100003000        6        -        0        0
 7827 out    D       GrantData        -        0        0        0     300300003002        6        -        0        0
 7820  in    C    ProbeAckData 80004540        -        4        1     10ff000010fe        6        -        0        -
 7821  in    C    ProbeAckData 80004540        -        4        1     300100003000        6        -        0        -
 7822  in    C    ProbeAckData 80004540        -        4        1     300300003002        6        -        0        -
 7835  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7839 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7874  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7878 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7913  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7917 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7952  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7956 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 7991  in    A             Get 80001000        -        8        0                0        3      255        0        -
 7995 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8030  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8034 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8069  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8073 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8108  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8112 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8147  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8151 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8186  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8190 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8225  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8229 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8264  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8268 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8303  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8307 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8342  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8346 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8381  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8385 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8420  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8424 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8459  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8463 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8498  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8502 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8537  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8541 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8576  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8580 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8615  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8619 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8654  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8658 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8693  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8697 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8732  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8736 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8771  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8775 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8810  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8814 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8849  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8853 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8888  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8892 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8927  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8931 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 8966  in    A             Get 80001000        -        8        0                0        3      255        0        -
 8970 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9005  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9009 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9044  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9048 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9083  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9087 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9122  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9126 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9161  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9165 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9200  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9204 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9239  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9243 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9278  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9282 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9317  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9321 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9356  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9360 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9395  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9399 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9434  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9438 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9473  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9477 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9512  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9516 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9551  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9555 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9590  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9594 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9629  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9633 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9668  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9672 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9707  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9711 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9746  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9750 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9785  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9789 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9824  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9828 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9863  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9867 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9902  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9906 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9941  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9945 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
 9980  in    A             Get 80001000        -        8        0                0        3      255        0        -
 9984 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10019  in    A             Get 80001000        -        8        0                0        3      255        0        -
10023 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10058  in    A             Get 80001000        -        8        0                0        3      255        0        -
10062 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10097  in    A             Get 80001000        -        8        0                0        3      255        0        -
10101 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10136  in    A             Get 80001000        -        8        0                0        3      255        0        -
10140 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10175  in    A             Get 80001000        -        8        0                0        3      255        0        -
10179 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10214  in    A             Get 80001000        -        8        0                0        3      255        0        -
10218 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10253  in    A             Get 80001000        -        8        0                0        3      255        0        -
10257 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10292  in    A             Get 80001000        -        8        0                0        3      255        0        -
10296 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10331  in    A             Get 80001000        -        8        0                0        3      255        0        -
10335 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10370  in    A             Get 80001000        -        8        0                0        3      255        0        -
10374 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10409  in    A             Get 80001000        -        8        0                0        3      255        0        -
10413 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10448  in    A             Get 80001000        -        8        0                0        3      255        0        -
10452 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10487  in    A             Get 80001000        -        8        0                0        3      255        0        -
10491 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10526  in    A             Get 80001000        -        8        0                0        3      255        0        -
10530 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10565  in    A             Get 80001000        -        8        0                0        3      255        0        -
10569 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10604  in    A             Get 80001000        -        8        0                0        3      255        0        -
10608 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10643  in    A             Get 80001000        -        8        0                0        3      255        0        -
10647 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10682  in    A             Get 80001000        -        8        0                0        3      255        0        -
10686 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10721  in    A             Get 80001000        -        8        0                0        3      255        0        -
10725 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10760  in    A             Get 80001000        -        8        0                0        3      255        0        -
10764 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10799  in    A             Get 80001000        -        8        0                0        3      255        0        -
10803 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10838  in    A             Get 80001000        -        8        0                0        3      255        0        -
10842 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10877  in    A             Get 80001000        -        8        0                0        3      255        0        -
10881 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10916  in    A             Get 80001000        -        8        0                0        3      255        0        -
10920 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10955  in    A             Get 80001000        -        8        0                0        3      255        0        -
10959 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
10994  in    A             Get 80001000        -        8        0                0        3      255        0        -
10998 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11033  in    A             Get 80001000        -        8        0                0        3      255        0        -
11037 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11072  in    A             Get 80001000        -        8        0                0        3      255        0        -
11076 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11111  in    A             Get 80001000        -        8        0                0        3      255        0        -
11115 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11150  in    A             Get 80001000        -        8        0                0        3      255        0        -
11154 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11189  in    A             Get 80001000        -        8        0                0        3      255        0        -
11193 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11228  in    A             Get 80001000        -        8        0                0        3      255        0        -
11232 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11267  in    A             Get 80001000        -        8        0                0        3      255        0        -
11271 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11306  in    A             Get 80001000        -        8        0                0        3      255        0        -
11310 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11345  in    A             Get 80001000        -        8        0                0        3      255        0        -
11349 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11384  in    A             Get 80001000        -        8        0                0        3      255        0        -
11388 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11423  in    A             Get 80001000        -        8        0                0        3      255        0        -
11427 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11462  in    A             Get 80001000        -        8        0                0        3      255        0        -
11466 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11501  in    A             Get 80001000        -        8        0                0        3      255        0        -
11505 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11540  in    A             Get 80001000        -        8        0                0        3      255        0        -
11544 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11579  in    A             Get 80001000        -        8        0                0        3      255        0        -
11583 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11618  in    A             Get 80001000        -        8        0                0        3      255        0        -
11622 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11657  in    A             Get 80001000        -        8        0                0        3      255        0        -
11661 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11696  in    A             Get 80001000        -        8        0                0        3      255        0        -
11700 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11735  in    A             Get 80001000        -        8        0                0        3      255        0        -
11739 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11774  in    A             Get 80001000        -        8        0                0        3      255        0        -
11778 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11813  in    A             Get 80001000        -        8        0                0        3      255        0        -
11817 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11852  in    A             Get 80001000        -        8        0                0        3      255        0        -
11856 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11891  in    A             Get 80001000        -        8        0                0        3      255        0        -
11895 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11930  in    A             Get 80001000        -        8        0                0        3      255        0        -
11934 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
11969  in    A             Get 80001000        -        8        0                0        3      255        0        -
11973 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12008  in    A             Get 80001000        -        8        0                0        3      255        0        -
12012 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12047  in    A             Get 80001000        -        8        0                0        3      255        0        -
12051 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12086  in    A             Get 80001000        -        8        0                0        3      255        0        -
12090 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12125  in    A             Get 80001000        -        8        0                0        3      255        0        -
12129 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12164  in    A             Get 80001000        -        8        0                0        3      255        0        -
12168 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12203  in    A             Get 80001000        -        8        0                0        3      255        0        -
12207 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12242  in    A             Get 80001000        -        8        0                0        3      255        0        -
12246 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12281  in    A             Get 80001000        -        8        0                0        3      255        0        -
12285 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12320  in    A             Get 80001000        -        8        0                0        3      255        0        -
12324 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12359  in    A             Get 80001000        -        8        0                0        3      255        0        -
12363 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12398  in    A             Get 80001000        -        8        0                0        3      255        0        -
12402 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12437  in    A             Get 80001000        -        8        0                0        3      255        0        -
12441 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12476  in    A             Get 80001000        -        8        0                0        3      255        0        -
12480 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12515  in    A             Get 80001000        -        8        0                0        3      255        0        -
12519 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12554  in    A             Get 80001000        -        8        0                0        3      255        0        -
12558 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12593  in    A             Get 80001000        -        8        0                0        3      255        0        -
12597 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12632  in    A             Get 80001000        -        8        0                0        3      255        0        -
12636 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12671  in    A             Get 80001000        -        8        0                0        3      255        0        -
12675 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12710  in    A             Get 80001000        -        8        0                0        3      255        0        -
12714 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12749  in    A             Get 80001000        -        8        0                0        3      255        0        -
12753 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12788  in    A             Get 80001000        -        8        0                0        3      255        0        -
12792 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12827  in    A             Get 80001000        -        8        0                0        3      255        0        -
12831 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12866  in    A             Get 80001000        -        8        0                0        3      255        0        -
12870 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12905  in    A             Get 80001000        -        8        0                0        3      255        0        -
12909 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12944  in    A             Get 80001000        -        8        0                0        3      255        0        -
12948 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
12983  in    A             Get 80001000        -        8        0                0        3      255        0        -
12987 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13022  in    A             Get 80001000        -        8        0                0        3      255        0        -
13026 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13061  in    A             Get 80001000        -        8        0                0        3      255        0        -
13065 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13100  in    A             Get 80001000        -        8        0                0        3      255        0        -
13104 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13139  in    A             Get 80001000        -        8        0                0        3      255        0        -
13143 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13178  in    A             Get 80001000        -        8        0                0        3      255        0        -
13182 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13217  in    A             Get 80001000        -        8        0                0        3      255        0        -
13221 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13256  in    A             Get 80001000        -        8        0                0        3      255        0        -
13260 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13295  in    A             Get 80001000        -        8        0                0        3      255        0        -
13299 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13334  in    A             Get 80001000        -        8        0                0        3      255        0        -
13338 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13373  in    A             Get 80001000        -        8        0                0        3      255        0        -
13377 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13412  in    A             Get 80001000        -        8        0                0        3      255        0        -
13416 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13451  in    A             Get 80001000        -        8        0                0        3      255        0        -
13455 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13490  in    A             Get 80001000        -        8        0                0        3      255        0        -
13494 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13529  in    A             Get 80001000        -        8        0                0        3      255        0        -
13533 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13568  in    A             Get 80001000        -        8        0                0        3      255        0        -
13572 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13607  in    A             Get 80001000        -        8        0                0        3      255        0        -
13611 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13646  in    A             Get 80001000        -        8        0                0        3      255        0        -
13650 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13685  in    A             Get 80001000        -        8        0                0        3      255        0        -
13689 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13724  in    A             Get 80001000        -        8        0                0        3      255        0        -
13728 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13763  in    A             Get 80001000        -        8        0                0        3      255        0        -
13767 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13802  in    A             Get 80001000        -        8        0                0        3      255        0        -
13806 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13841  in    A             Get 80001000        -        8        0                0        3      255        0        -
13845 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13880  in    A             Get 80001000        -        8        0                0        3      255        0        -
13884 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13919  in    A             Get 80001000        -        8        0                0        3      255        0        -
13923 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13958  in    A             Get 80001000        -        8        0                0        3      255        0        -
13962 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
13997  in    A             Get 80001000        -        8        0                0        3      255        0        -
14001 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14036  in    A             Get 80001000        -        8        0                0        3      255        0        -
14040 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14075  in    A             Get 80001000        -        8        0                0        3      255        0        -
14079 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14114  in    A             Get 80001000        -        8        0                0        3      255        0        -
14118 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14153  in    A             Get 80001000        -        8        0                0        3      255        0        -
14157 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14192  in    A             Get 80001000        -        8        0                0        3      255        0        -
14196 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14231  in    A             Get 80001000        -        8        0                0        3      255        0        -
14235 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14270  in    A             Get 80001000        -        8        0                0        3      255        0        -
14274 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14309  in    A             Get 80001000        -        8        0                0        3      255        0        -
14313 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14348  in    A             Get 80001000        -        8        0                0        3      255        0        -
14352 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14387  in    A             Get 80001000        -        8        0                0        3      255        0        -
14391 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14426  in    A             Get 80001000        -        8        0                0        3      255        0        -
14430 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14465  in    A             Get 80001000        -        8        0                0        3      255        0        -
14469 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14504  in    A             Get 80001000        -        8        0                0        3      255        0        -
14508 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14543  in    A             Get 80001000        -        8        0                0        3      255        0        -
14547 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14582  in    A             Get 80001000        -        8        0                0        3      255        0        -
14586 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14603  in    A    AcquireBlock 80004540        -        4        1                0        6      255        0        -
14605 out    B      ProbeBlock 80004540        -        0        2                0        6      255        0        -
14614  in    C    ProbeAckData 80004540        -        0        1     10f5000010f4        6        -        0        -
14615  in    C    ProbeAckData 80004540        -        0        1     10f7000010f6        6        -        0        -
14616  in    C    ProbeAckData 80004540        -        0        1     10f9000010f8        6        -        0        -
14617  in    C    ProbeAckData 80004540        -        0        1     10fb000010fa        6        -        0        -
14618  in    C    ProbeAckData 80004540        -        0        1     10fd000010fc        6        -        0        -
14619 out    D       GrantData        -        0        4        0     10f5000010f4        6        -        0        0
14620 out    D       GrantData        -        0        4        0     10f7000010f6        6        -        0        0
14621  in    E               -        -        0        -        -                -        -        -        -        -
14621 out    D       GrantData        -        0        4        0     10f9000010f8        6        -        0        0
14622 out    D       GrantData        -        0        4        0     10fb000010fa        6        -        0        0
